name,categories,description,url,favorite,Date Added
PowerMode,"Copywriting, Productivity",Ideate and pitch your next startup,https://powermodeai.com,No,"May 29, 2023 11:37 AM"
Figmill,Image Improvement,A tool to create headshots.,https://figmill.com,No,"May 29, 2023 11:37 AM"
Decktopus,Prompting,ChatGPT Prompts for Your Next Launch,https://www.decktopus.com/blog/chatgpt-prompts-for-your-next-launch,No,"May 29, 2023 11:37 AM"
Vondy,Productivity,"Browse and create AI-powered apps that can do anything, from generating recipes all the way to writing code",https://vondy.com/?via=heyzoish,No,"May 29, 2023 11:37 AM"
Perplexity for Chrome,Productivity,A Google Chrome Extension of perplexity.ai.,https://chrome.google.com/webstore/detail/perplexity/hlgbcneanomplepojfcnclggenpcoldo,No,"May 29, 2023 11:37 AM"
StarryAI,Generative Art,An app to generate ai art,https://starryai.com,No,"May 29, 2023 11:37 AM"
AI Office Bot,Productivity,AI-powered office assistant that provides instant answers to software questions.,https://aiofficebot.com,No,"May 29, 2023 11:37 AM"
Img Upscaler,Image Improvement,AI Image Upscaler,https://imgupscaler.com,No,"May 29, 2023 11:37 AM"
Momentum,Marketing,A platform for workflow automation,https://www.momentum.io/ai-summaries,No,"May 29, 2023 11:37 AM"
User Evaluation,Marketing,A tool that provides insights from customer conversations.,https://www.userevaluation.com,No,"May 29, 2023 11:37 AM"
Monica,Productivity,A Google Chrome Extension for tasks assistance,https://monica.im,No,"May 29, 2023 11:37 AM"
Scribble AI,Copywriting,Text generator that quickly creates content in any style; for any topic,https://apps.apple.com/us/app/scribble-ai/id1662081018,No,"May 29, 2023 11:37 AM"
Type Studio,"Podcasting, Video Editing",All-in-one editing tool with transcription; video editing and repurposing,https://www.typestudio.co,No,"May 29, 2023 11:37 AM"
Spakfly,Text To Speech,Text-to-speech software,https://spakfly.com,No,"May 29, 2023 11:37 AM"
Kanaries,Productivity,A suite of tools for augmented analytics data exploration; visual analytics and data wrangling for insights.,https://kanaries.net,No,"May 29, 2023 11:37 AM"
DeepZen,Text To Speech,Text-to-speech with lifelike audio,https://deepzen.io,No,"May 29, 2023 11:37 AM"
Manna,Productivity,AI autocomplete across your MacOS apps,https://docs.google.com/forms/d/e/1FAIpQLScdhiz0c0g74vr7pRlctPjoAZUtVQm3Yi4s1xEn1go-7atiJw/viewform,No,"May 29, 2023 11:37 AM"
Social Comments GPT,Social Media,Social Comments GPT,https://social-comments-gpt.com,No,"May 29, 2023 11:37 AM"
Poe,Research,Ask questions and get responses from Quora,https://poe.com,No,"May 29, 2023 11:37 AM"
Retune,Copywriting,A front-end UI for GPT-3 that you can train,https://retune.so,No,"May 29, 2023 11:37 AM"
Capturelab,Gaming,A free tool to automatically detect highlights and create gaming clips from streams,https://capturelab.gg,No,"May 29, 2023 11:37 AM"
Brain Pod AI,Marketing,A platform for generating content images and music.,https://brainpod.ai,No,"May 29, 2023 11:37 AM"
Subtxt,Copywriting,AI-powered narrative frameworks to help writers generate creative stories,https://subtxt.app,No,"May 29, 2023 11:37 AM"
GPTKit,"AI Detectors, Students, Teachers",Detect ChatGPT generated text,https://gptkit.ai,No,"May 29, 2023 11:37 AM"
Magicform,Marketing,An AI chatbot that replaces tools like Intercom,https://www.magicform.ai,No,"May 29, 2023 11:37 AM"
Mixo,"Copywriting, Marketing",Create an entire website starting with a short description,https://mixo.io,No,"May 29, 2023 11:37 AM"
Extractify,Productivity,Generate content from YouTube videos for Twitter; LinkedIn and other platforms,https://app.extractify.co,No,"May 29, 2023 11:37 AM"
Juji,Chat,A platform to create chatbots,https://juji.io,No,"May 29, 2023 11:37 AM"
Wiz.chat,,GPT-3 capabilities in Slack,https://wiz.chat,No,"May 29, 2023 11:37 AM"
BarBot AI,Fun,An app for cocktail suggestions.,https://apps.apple.com/us/app/barbot-ai/id1669668242,No,"May 29, 2023 11:37 AM"
OnPage Ai,Copywriting,SEO tool with AI writing and detection link building content editor and more,https://on-page.ai,No,"May 29, 2023 11:37 AM"
Avanzai,"Code, Finance",Quickly and accurately analyze financial data using natural language,https://avanz.ai,No,"May 29, 2023 11:37 AM"
Riku.ai,Code,Build AI models without code,https://riku.ai,No,"May 29, 2023 11:37 AM"
R.O.B. (Robot Of Business),Marketing,A tool to generate websites with content.,https://www.robotofbusiness.com,No,"May 29, 2023 11:37 AM"
Fliki,"Generative Video, Text To Speech",Turn text into videos with AI voices,https://fliki.ai,No,"May 29, 2023 11:37 AM"
Explore AI,Research,AI Powered Search for Youtube Videos,https://exploreai.vercel.app,No,"May 29, 2023 11:37 AM"
Wordtune,"Copywriting, Productivity",AI writing assistant - Chrome Extension,https://www.wordtune.com,No,"May 29, 2023 11:37 AM"
Midjourney,Generative Art,AI generated images from text,https://www.midjourney.com/app,No,"May 29, 2023 11:37 AM"
Mini Course Generator,Productivity,A platform to create mini-courses,https://minicoursegenerator.com/ai-assistant,No,"May 29, 2023 11:37 AM"
Relayed,"Productivity, Speech to Text",AI assistant for video calls,https://relayed.ai,No,"May 29, 2023 11:37 AM"
SteosVoice,Podcasting,A tool to create neural voices and monetize their voices.,https://cybervoice.io,No,"May 29, 2023 11:37 AM"
OpenL,Translation,A tool for translation,https://openl.io,No,"May 29, 2023 11:37 AM"
PatternAI,Generative Art,Generating royalty-free patterns for products,https://patterned.ai,No,"May 29, 2023 11:37 AM"
Promptstacks,Prompting,Free vetted prompts curated for tools like ChatGPT,https://www.promptstacks.com,No,"May 29, 2023 11:37 AM"
Durable,"Code, Marketing",AI-powered website generator,https://durable.co,No,"May 29, 2023 11:37 AM"
Publer,Social Media,An all-in-one social media management tool.,https://publer.io/features/ai-assist,No,"May 29, 2023 11:37 AM"
Mailr,Productivity,A Google Chrome Extension for email assistance,https://chrome.google.com/webstore/detail/mailr-ai-email-assistant/nooogbcamojnhfkdnigljbjfjcpdfeic,No,"May 29, 2023 11:37 AM"
ChatBCG,"Copywriting, Generative Art",Generative AI for slides,https://chatbcg.com,No,"May 29, 2023 11:37 AM"
AI Detector,,,,No,"May 29, 2023 11:37 AM"
Lebesgue,Marketing,A shopify app for marketing intelligence.,https://lebesgue.io,No,"May 29, 2023 11:37 AM"
Jife,Generative Art,A tool for interior design generation,https://jife.com,No,"May 29, 2023 11:37 AM"
Stablecog,Generative Art,A tool to generate various diffusions with adjustable settings,https://stablecog.com,No,"May 29, 2023 11:37 AM"
EssayGrader,"Productivity, Teachers",A tool for teachers to grade essays summarization; spelling and grammar check and feedback.,https://essaygrader.ai,No,"May 29, 2023 11:37 AM"
Genius,Productivity,A tools suite for UI-AI; Figma Automation; a magical design tool.,https://www.genius.design,No,"May 29, 2023 11:37 AM"
Langotalk,"Self Development, Translation",Learn a new language 6x faster through conversations with AI,https://www.langotalk.org,No,"May 29, 2023 11:37 AM"
Commenter Ai,Social Media,A tool for automating comment generation,https://commenter.ai,No,"May 29, 2023 11:37 AM"
EmailTriager,"Copywriting, Productivity",Use AI to automatically draft email replies in the background,https://www.emailtriager.com,No,"May 29, 2023 11:37 AM"
MidJourney Styles & Keywords,Prompting,MidJourney style reference guide,https://github.com/willwulfken/MidJourney-Styles-and-Keywords-Reference,No,"May 29, 2023 11:37 AM"
Rask Ai,Translation,A tool to create multilingual videos,https://www.rask.ai,No,"May 29, 2023 11:37 AM"
AITWO.CO,"Fun, Generative Art",Design interiors and exteriors for rooms and buildings,https://aitwo.co,No,"May 29, 2023 11:37 AM"
ExplainThis.AI,Research,AI assistant that provides users with simplified explanations and summaries of long pages,https://explainthis.ai,No,"May 29, 2023 11:37 AM"
AI Time Machine,"Avatar Creation, Generative Art",Create stunning AI avatars and travel through history,https://www.myheritage.com/ai-time-machine,No,"May 29, 2023 11:37 AM"
SwagAI,"Inspiration, Marketing",An AI-powered tool that generates custom swag ideas,https://useslingshot.com/swagai,No,"May 29, 2023 11:37 AM"
SheetAI,"Code, Productivity",Google Sheets AI Add-on,https://sheetai.app,No,"May 29, 2023 11:37 AM"
MightyGPT,Chat,ChatGPT on Whatsapp,https://www.mightygpt.com,No,"May 29, 2023 11:37 AM"
Craiyon,Generative Art,Simple free AI art generator,https://www.craiyon.com,No,"May 29, 2023 11:37 AM"
Waymark,"Avatar Creation, Video Editing",Video production tool that helps create high impact ads quickly and easily for businesses ,https://waymark.com,No,"May 29, 2023 11:37 AM"
Memorable Ad Maker,"Generative Art, Marketing",Builds images that optimize for marketing KPIs,https://admaker.memorable.io,No,"May 29, 2023 11:37 AM"
CoolAiid,"Fun, Generative Art",Interior design ideas using AI,https://coolaiid.com,No,"May 29, 2023 11:37 AM"
Imaginary Programming,Productivity,A tool for frontend developers,https://imaginary.dev,No,"May 29, 2023 11:37 AM"
Apeture (by Lexica),Generative Art,Generate AI art that looks like real photos,https://lexica.art/aperture,No,"May 29, 2023 11:37 AM"
Chat,,,,No,"May 29, 2023 11:37 AM"
Berri Ai,Productivity,A tool to create chatGPT apps with own data,https://berri.ai,No,"May 29, 2023 11:37 AM"
Face Landmark ControlNet,Generative Art,Upload a face image and it will make new faces with similar poses,https://huggingface.co/spaces/georgefen/Face-Landmark-ControlNet,No,"May 29, 2023 11:37 AM"
PrayGen,Self Development,Prayer generator ,https://www.praygen.com,No,"May 29, 2023 11:37 AM"
Data,,,,No,"May 29, 2023 11:37 AM"
Vidyo.ai,Generative Video,A tool to create short videos from long videos with captions; templates and more.,https://vidyo.ai,No,"May 29, 2023 11:37 AM"
Text With Chat GPT,Chat,A chatbot to communicate with AI via text message for free,https://www.textwithchatgpt.com,No,"May 29, 2023 11:37 AM"
Libraria,Chat,A platform to create manage and embed chatbots.,https://libraria.dev,No,"May 29, 2023 11:37 AM"
Ocoya,Social Media,A suite of tools for social media content creation and management,https://www.ocoya.com,No,"May 29, 2023 11:37 AM"
Sitekick,Marketing,AI-powered landing page builder,https://sitekick.ai,No,"May 29, 2023 11:37 AM"
Whisper,Speech Generation,Open-source auto speech recognition system by OpenAI,https://openai.com/blog/whisper,No,"May 29, 2023 11:37 AM"
Namelix,"Inspiration, Marketing",AI business name generator,https://namelix.com,No,"May 29, 2023 11:37 AM"
TreeBrain,Marketing,A platform to generate content in over 30 languages,https://treebrain.ai,No,"May 29, 2023 11:37 AM"
Generator XYZ,Social Media,AI Generator platfom for bloggers and marketeers,https://www.generatorxyz.com,No,"May 29, 2023 11:37 AM"
Raycast AI,Productivity,A free macOS tool to access chatgpt anywhere.,https://www.raycast.com/ai,No,"May 29, 2023 11:37 AM"
Supernormal,"Productivity, Speech to Text",AI That Writes Your Meeting Notes,https://supernormal.com,No,"May 29, 2023 11:37 AM"
Article Fiesta,Copywriting,A tool to create SEO-optimized articles.,https://articlefiesta.com,No,"May 29, 2023 11:37 AM"
Paint by Text,Generative Art,Image editing tool to customize photos using written instructions,https://paintbytext.chat,No,"May 29, 2023 11:37 AM"
GPTFlix,,A chatbot to talk about movies.,https://gptflix.streamlit.app,No,"May 29, 2023 11:37 AM"
Wordmetrics,"Copywriting, Marketing",AI writing assistant focused on SEO,https://wordmetrics.com,No,"May 29, 2023 11:37 AM"
Analogenie,Prompting,A tool to write creative analogies and metaphors.,https://analogenie.com,No,"May 29, 2023 11:37 AM"
PhotoRoom,"Generative Art, Image Improvement",Photo editing platform with powerful tools,https://photoroom.com,No,"May 29, 2023 11:37 AM"
Gorilla Terminal,Finance,A platform for investment research and analysis,https://gorillaterminal.com,No,"May 29, 2023 11:37 AM"
AI SEO Outlines,Marketing,A tool to create seo article outlines with lsi keywords and FAQs.,https://aiseooutlines.com,No,"May 29, 2023 11:37 AM"
Keyword Camera,Marketing,A tool to generate titles descriptions and keywords for images.,https://keyword.camera,No,"May 29, 2023 11:37 AM"
Logoscapes,Generative Art,A tool to create logos,https://logoscapes.ai,No,"May 29, 2023 11:37 AM"
Tweet to Video,"Social Media, Video Creation","Turn your Tweet into a video to share as TikTok, Instagram Reel, Youtube Short and more.",https://fliki.ai/tools/tweet-to-video,No,"May 29, 2023 11:37 AM"
Deepsearch,,A tool for semantic search system for personalized product recommendations.,https://www.mycelebs.com/deepsearch,No,"May 29, 2023 11:37 AM"
Flowshot,Productivity,A tool for google sheets automation.,https://flowshot.ai,No,"May 29, 2023 11:37 AM"
AI Roguelite,Gaming,AI-generated text-based RPG,https://store.steampowered.com/app/1889620/AI_Roguelite,No,"May 29, 2023 11:37 AM"
Invoke AI,Generative Art,Stable Diffusion user-interface,https://github.com/invoke-ai/InvokeAI,No,"May 29, 2023 11:37 AM"
Explain Like I'm Five,Research,Explains like complex topics like your five,https://explainlikeimfive.io,No,"May 29, 2023 11:37 AM"
TLDR YouTube,Productivity,A tool to summarize YouTube videos.,https://tubetldr.com,No,"May 29, 2023 11:37 AM"
To Teach,"Productivity, Teachers",Provides teachers with personalised materials & exercises tailored to the interests and needs of their students,https://www.to-teach.ai,No,"May 29, 2023 11:37 AM"
Aidaptive,Marketing,A platform for personalized eCommerce campaigns,https://aidaptive.com,No,"May 29, 2023 11:37 AM"
Kaya,Chat,A platform to create and deploy personalized AI assistants,https://kaya.chat,No,"May 29, 2023 11:37 AM"
AnyTweet.com,Social Media,Creating custom merch stores with your tweets,https://anytweet.com,No,"May 29, 2023 11:37 AM"
Fathom,Productivity,A meeting assistant to transcribe and summarizes meetings.,https://fathom.video,No,"May 29, 2023 11:37 AM"
AI Reality,"Generative Art, Generative Video",Generate Augmented Reality objects in real time from text,https://aireality.tech,No,"May 29, 2023 11:37 AM"
Product Hunt AI Tools,Aggregator,Find the best Artificial Intelligence apps on Product Hunt,https://www.producthunt.com/topics/artificial-intelligence,No,"May 29, 2023 11:37 AM"
PromptPerfect,Prompting,A tool to optimize prompts,https://promptperfect.jina.ai,No,"May 29, 2023 11:37 AM"
Apo AI,,A tool for older adults to learn about technology,https://carevocacy.com/apoai,No,"May 29, 2023 11:37 AM"
ChatSpot,Marketing,A chatbot tool with HubSpot features,https://chatspot.ai,No,"May 29, 2023 11:37 AM"
InstaNovel,Fun,Generate your own mini-novel with 1 prompt,https://instanovel.ai,No,"May 29, 2023 11:37 AM"
Twitter Bio Generator,Social Media,Generate your next Twitter bio in seconds,https://www.twitterbio.com,No,"May 29, 2023 11:37 AM"
Requstory,"Copywriting, Marketing",User story writing tool to help teams describe product features,https://requstory.com,No,"May 29, 2023 11:37 AM"
AIssistify,Chat,A HubSpot automation tool to enhance marketing; sales and RevOps processes.,https://aissistify.com,No,"May 29, 2023 11:37 AM"
Replika,"Chatbots, Self Development",AI chatbot companion that creates a unique & personal connection with the user,https://replika.com,No,"May 29, 2023 11:37 AM"
Feedly Leo,Research,Leo is an AI research assistant from Feedly,https://blog.feedly.com/leo,No,"May 29, 2023 11:37 AM"
Image Generator AI,Generative Art,A mobile app to generate unique variations of any given image.,https://imagegeneratorai.vercel.app,No,"May 29, 2023 11:37 AM"
Chatlive AI Bot (Telegram),Chat,GPT-3 directly inside of Telegram,https://t.me/chatlive_ai_bot,No,"May 29, 2023 11:37 AM"
Inworld AI,"Chatbots, Gaming, Generative Art",Generate realistic AI characters for use in games & virtual worlds.,https://inworld.ai,No,"May 29, 2023 11:37 AM"
Chatfuel AI,Chat,A chatbot builder,https://ai.chatfuel.com,No,"May 29, 2023 11:37 AM"
HereAfter AI,Chat,An app to create preserve and share memories.,https://www.hereafter.ai,No,"May 29, 2023 11:37 AM"
Deep Dream Generator,Generative Art,Quickly generate unique and high-quality images,https://deepdreamgenerator.com,No,"May 29, 2023 11:37 AM"
Jounce,Copywriting,A copywriting solution to create content quickly.,https://www.jounce.ai,No,"May 29, 2023 11:37 AM"
GetInference AI Radar,Aggregator,AI tool list for creative and marketing,https://airadar.getinference.com,No,"May 29, 2023 11:37 AM"
ChatWithMe,Chat,A tool to chat with ChatGPT privately,https://www.chatwithme.chat,No,"May 29, 2023 11:37 AM"
Supercreator.ai,"Marketing, Social Media",Create AI videos from scripts on your smart phone,https://www.supercreator.ai,No,"May 29, 2023 11:37 AM"
Music ,,,,No,"May 29, 2023 11:37 AM"
Translate.Video,"Speech to Text, Translation",Translate videos with just 1-Click,https://www.translate.video,No,"May 29, 2023 11:37 AM"
AI Library,Aggregator,Collection of AI tools in various fields,https://library.phygital.plus,No,"May 29, 2023 11:37 AM"
Voice.ai,Voice Modulation,Change your voice to famous celebrities in real time,https://voice.ai/r/I2p6L,No,"May 29, 2023 11:37 AM"
DatingbyAI,Self Development,A tool to generate personalized dating profiles.,https://datingbyai.com,No,"May 29, 2023 11:37 AM"
Content Marketing At Scale,Marketing,A platform for content generation,http://contentmarketingatscale.com,No,"May 29, 2023 11:37 AM"
AI Is a Joke,Fun,Enter a topic and it will give you a joke,https://aiisajoke.com,No,"May 29, 2023 11:37 AM"
Zeemo AI,Translation,An app for generating subtitles in 17 languages,https://zeemo.ai/zmapp,No,"May 29, 2023 11:37 AM"
CleoAI,Chat,Assists with Brainstorming; Ideation; Writing; Coaching and Web Search,https://cleochat.com/login,No,"May 29, 2023 11:37 AM"
Synthesis YouTube,Podcasting,A tool to find relevant podcast segments.,https://home.thesynthesis.app,No,"May 29, 2023 11:37 AM"
INK,Copywriting,"AI Content creation tool that generates unique, SEO-optimized content",https://inkforall.com/free-trial,No,"May 29, 2023 11:37 AM"
Tribescaler,"Copywriting, Social Media",Use AI to write tweets and Twitter threads,https://tribescaler.com/index.html,No,"May 29, 2023 11:37 AM"
Blubi.ai,Chat,AI-powered chatbot that helps content creators engage audiences,https://blubi.ai,No,"May 29, 2023 11:37 AM"
DocuChat,Research,Enables users to ask questions and get answers from large bodies of text,https://www.docuchat.io,No,"May 29, 2023 11:37 AM"
BearlyAI,"Copywriting, Research",AI writing assistant that leverages GPT-3,https://bearly.ai,No,"May 29, 2023 11:37 AM"
60Sec Site,Productivity,A landing page builder,https://60sec.site,No,"May 29, 2023 11:37 AM"
GPT-3 Playground,"Code, Copywriting, Teachers",OpenAI playground web based tool to test prompts and get familiar with how the API works,https://platform.openai.com,No,"May 29, 2023 11:37 AM"
PicWonderful,Image Improvement,An online photo editing toolkit.,https://www.picwonderful.com,No,"May 29, 2023 11:37 AM"
Make My Workout,Self Development,A tool to generate workout plans.,https://makemyworkout.dev,No,"May 29, 2023 11:37 AM"
Lexii.ai,,AI search assistant,https://lexii.ai,No,"May 29, 2023 11:37 AM"
Awesome ChatGPT prompts,Prompting,This repo includes ChatGPT promt curation to use ChatGPT better,https://github.com/f/awesome-chatgpt-prompts,No,"May 29, 2023 11:37 AM"
Golden Chat,Copywriting,"A toolkit for creators, copywriters and human rewriter.",https://golden.chat,No,"May 29, 2023 11:37 AM"
Descript,"Speech Generation, Text To Speech",Train your own voice and use it for text-to-speech,https://www.descript.com,No,"May 29, 2023 11:37 AM"
Uncodeit,Productivity,A tool to explain and summarise code,https://uncode.vercel.app,No,"May 29, 2023 11:37 AM"
Speech Studio,Text To Speech,AI realistic text-to-speech voice generator,https://speech.microsoft.com/portal,No,"May 29, 2023 11:37 AM"
ChessGPT,Fun,A chess game tool.,https://chessgpt.gducrash.com,No,"May 29, 2023 11:37 AM"
AI Image Upscaler,Image Improvement,Use AI to upscale small or pixelated images,https://www.upscale.media,No,"May 29, 2023 11:37 AM"
Victor,Productivity,A Google Chrome Extension to automate emails,https://usevictor.com,No,"May 29, 2023 11:37 AM"
Read Pilot,Research,Generate Q&A cards from online articles,https://readpilot.vercel.app,No,"May 29, 2023 11:37 AM"
KnowledgeGraph GPT,Code,Convert unstructured text into a structured knowledge graph,https://celebrated-kitten-367f1f.netlify.app,No,"May 29, 2023 11:37 AM"
Paymefy,Finance,A tool for debt collection,https://www.paymefy.com,No,"May 29, 2023 11:37 AM"
SnapGPT,Productivity,An app to ocr text recognition from images.,https://snapgptai.com,No,"May 29, 2023 11:37 AM"
Detect GPT,"AI Detectors, Students, Teachers",Chrome extension that scans the content of pages as you browse the internet for AI,https://thomas.io/detect-gpt,No,"May 29, 2023 11:37 AM"
Markopolo,Marketing,An eCommerce growth platform to optimize ads and personalize omnichannel marketing.,https://www.markopolo.ai,No,"May 29, 2023 11:37 AM"
Hair by AI,Fun,AI-powered hairstyle assistant for women,https://hairbyai.com,No,"May 29, 2023 11:37 AM"
Seo.ai,"Copywriting, Marketing",AI powered SEO content platform,https://seo.ai,No,"May 29, 2023 11:37 AM"
Subtitle Generator,Productivity,A tool for generating subtitles for videos,https://www.animaker.com/subtitle-generator,No,"May 29, 2023 11:37 AM"
FGenEds,Productivity,A tool to summarize lectures and educational materials.,https://fgeneds.com,No,"May 29, 2023 11:37 AM"
Linkedin Manager,Social Media,A tool for recruiters,https://www.lnmanager.com,No,"May 29, 2023 11:37 AM"
Easy-Peasy.AI,"Copywriting, Generative Art","AI generated text, images and transcriptions",https://easy-peasy.ai,No,"May 29, 2023 11:37 AM"
AI Portrait Generator,"Avatar Creation, Generative Art",AI Avatar / Portrait Generator,https://portret.ai,No,"May 29, 2023 11:37 AM"
Avatar AI,"Avatar Creation, Generative Art",Create AI avatars and profile pictures,https://avatarai.me,No,"May 29, 2023 11:37 AM"
Auto Backend,Productivity,A tool to create backend platform and more.,https://www.autobackend.dev,No,"May 29, 2023 11:37 AM"
Dream,Generative Art,An app to generate ai artwork,https://dream.ai,No,"May 29, 2023 11:37 AM"
AskAI,Chat,A tool to create custom Q&A chatbots.,https://no-code-ai-model-builder.com/ask-ai,No,"May 29, 2023 11:37 AM"
Promptheus,Speech Generation,Use your voice to talk to ChatGPT,https://chrome.google.com/webstore/detail/promptheus-converse-with/eipjdkbchadnamipponehljdnflolfki,No,"May 29, 2023 11:37 AM"
UBIAI,"Code, Image Scanning",Turn text; images and documents into data that can be used to train AI,https://ubiai.tools,No,"May 29, 2023 11:37 AM"
Glean AI,Finance,Streamlines accounts payable processes to make smarter financial decisions.,https://www.glean.ai,No,"May 29, 2023 11:37 AM"
Fiction,Generative Art,A tool to create mockups designs animations and avatars.,https://www.fiction.com,No,"May 29, 2023 11:37 AM"
AI Suggests,Productivity,A platform to generate unique content ideas,https://ai-suggests.com,No,"May 29, 2023 11:37 AM"
Outboundly,Social Media,A Google Chrome Extension for personalized cold outreach,https://outboundly.app,No,"May 29, 2023 11:37 AM"
Play.ht,Text To Speech,AI realistic text-to-speech voice generator,https://www.play.ht,No,"May 29, 2023 11:37 AM"
GiftasticAI,"Fun, Inspiration",Personalized gift recommendation engine,https://giftastic.ai,No,"May 29, 2023 11:37 AM"
PlaylistAI,"Inspiration, Music",AI-powered playlist creator for Spotify and Apple Music,https://www.playlistai.app,No,"May 29, 2023 11:37 AM"
Frank AI,,A chatbot assistant to find; write; summarize and generate text.,https://franks.ai,No,"May 29, 2023 11:37 AM"
Lexica,"Generative Art, Inspiration",Database of AI generated images and their text prompts,https://lexica.art,No,"May 29, 2023 11:37 AM"
Excel Formula Bot,"Code, Productivity",Use normal language to create complex Excel formulas,https://excelformulabot.com,No,"May 29, 2023 11:37 AM"
GPTGame,Fun,A tool to create and customize simple games to play and share online,https://www.gptgame.app,No,"May 29, 2023 11:37 AM"
Personal AI,"Productivity, Self Development",A platform that allows you to create your own personal AI,https://personal.ai,No,"May 29, 2023 11:37 AM"
Scalenut,Copywriting,Platform that helps businesses plan; research; create and optimize content,https://scalenut.com,No,"May 29, 2023 11:37 AM"
Re:tune,Copywriting,A front-end UI for GPT-3 that you can train,https://retune.so,No,"May 29, 2023 11:37 AM"
SmartBids.ai,Marketing,AI-powered pricing software for real estate agents and brokerages,https://smartbids.ai,No,"May 29, 2023 11:37 AM"
SiteExplainer,Productivity,A tool to summarize websites,https://www.siteexplainer.com,No,"May 29, 2023 11:37 AM"
ChatShape,Chat,A Google Chrome Extension to create chatbots,https://www.chatshape.com,No,"May 29, 2023 11:37 AM"
Verbatik,Text To Speech,AI powered text to voice generation.,https://verbatik.com,No,"May 29, 2023 11:37 AM"
Kaedim,"Gaming, Generative Art",A tool that enables users to generate 3D models from 2D images.,https://www.kaedim3d.com,No,"May 29, 2023 11:37 AM"
Get Chunky,,A tool to create chatbots.,https://getchunky.io,No,"May 29, 2023 11:37 AM"
2short.ai,Video Creation,A tool to create youtube shorts from your youtube videos,https://2short.ai,No,"May 29, 2023 11:37 AM"
AI Chatbots in Messengers,Chat,Create AI chatbots for messengers & social apps,https://ai-chatbots.pulse.is,No,"May 29, 2023 11:37 AM"
Ipso AI,Productivity,AI assistant that manages calendars & drafts emails,https://ipso.ai,No,"May 29, 2023 11:37 AM"
EchoFox,Speech to Text,An app for transcription assistant,https://echofox.pro,No,"May 29, 2023 11:37 AM"
Video Editing,,,,No,"May 29, 2023 11:37 AM"
Checklist.gg,Productivity,AI-powered checklists; processes and SOPs,https://checklist.gg,No,"May 29, 2023 11:37 AM"
Plan My Trip ASAP,Productivity,A itinerary planning tool.,https://planmytripasap.com,No,"May 29, 2023 11:37 AM"
Booom.ai,Fun,AI trivia game generator,https://joinplayroom.com/games/booom,No,"May 29, 2023 11:37 AM"
DailyBot,Chat,A tool to create VAs for tasks management,https://www.dailybot.com/product/ai,No,"May 29, 2023 11:37 AM"
Hubble,"Marketing, Research",An easy way to collect and analyze user feedback,https://www.hubble.team,No,"May 29, 2023 11:37 AM"
Oxolo,Social Media,A automated video ads creation tool,https://www.oxolo.com,No,"May 29, 2023 11:37 AM"
CrawlQ,"Copywriting, Marketing",Helps brands create unique and engaging content,https://app.crawlq.ai/sign-up,No,"May 29, 2023 11:37 AM"
Datafit,Prompting,A ChatGPT prompts community,https://datafit.ai,No,"May 29, 2023 11:37 AM"
HyperWrite,"Copywriting, Productivity",HyperWrite provides suggestions and sentence completions (Chrome Extension),https://www.hyperwriteai.com,No,"May 29, 2023 11:37 AM"
Aug X Labs,Generative Video,A tool for content creators to create videos.,https://www.augxlabs.com,No,"May 29, 2023 11:37 AM"
Collider AI,Marketing,A tool to generate personalized ads for campaigns,https://cldr.ai,No,"May 29, 2023 11:37 AM"
Robin AI,Marketing,A tool for automating sales funnel.,https://www.hellorobin.ai,No,"May 29, 2023 11:37 AM"
Ordinary Prompts,"Prompting, Students",Platform to explore and create AI generated prompts,https://www.ordinarypeopleprompts.com,No,"May 29, 2023 11:37 AM"
Tome,"Copywriting, Generative Art, Marketing",Collaborative AI that helps you create compelling stories with any type of content,https://tome.app,No,"May 29, 2023 11:37 AM"
Narration Box,Text To Speech,Text-to-speech voice synthesis,https://narrationbox.com,No,"May 29, 2023 11:37 AM"
ExpertAI,Research,"Connects users with AI ""experts"" in a variety of fields",https://www.experai.com,No,"May 29, 2023 11:37 AM"
Spacely Ai,Generative Art,A tool for interior design,https://www.spacely.ai,No,"May 29, 2023 11:37 AM"
Image Mixer,Generative Art,Blend multiple images together to create a new image,https://huggingface.co/spaces/lambdalabs/image-mixer-demo,No,"May 29, 2023 11:37 AM"
FreeImage.AI,Generative Art,An image generator.,https://freeimage.ai,No,"May 29, 2023 11:37 AM"
Bloop,Productivity,A platform for code discovery and coding tasks,https://bloop.ai,No,"May 29, 2023 11:37 AM"
Cmd J,Productivity,A Google Chrome Extension to improve writing and coding.,https://cmdj.app,No,"May 29, 2023 11:37 AM"
Resign.ai,Copywriting,Generate the perfect resignation letter,https://resign.ai,No,"May 29, 2023 11:37 AM"
FinalScout,Marketing,A Google Chrome Extension to find linkedin emails,https://chrome.google.com/webstore/detail/finalscout-email-hunter-f/ncommjceghfmmcioaofnflklomgpcfmb,No,"May 29, 2023 11:37 AM"
AI Text Classifier (Open AI),AI Detectors,Official AI detection tool from OpenAI,https://platform.openai.com/ai-text-classifier,No,"May 29, 2023 11:37 AM"
SinCode AI,Marketing,A tool for content creation.,https://sincode.ai,No,"May 29, 2023 11:37 AM"
Hairstyle AI,"Fun, Generative Art",Upload your photos and let the AI generate new hairstyles for you,https://www.hairstyleai.com,No,"May 29, 2023 11:37 AM"
Vacay,"Fun, Research",Vacation & Travel Chat Assistant,https://www.usevacay.com/chatbot,No,"May 29, 2023 11:37 AM"
